index_id,date_anio,date,day_week,close,open,high,low,adj_close,volume
00001,2000,2000-01-03,0,1455.22,1469.25,1478.0,1438.36,1455.22,931800000
00002,2000,2000-01-04,1,1399.42,1455.22,1455.22,1397.4301,1399.42,1009000000
00003,2000,2000-01-05,2,1402.11,1399.42,1413.27,1377.6801,1402.11,1085500000
00004,2000,2000-01-06,3,1403.45,1402.11,1411.9,1392.1,1403.45,1092300000
00005,2000,2000-01-07,4,1441.47,1403.45,1441.47,1400.73,1441.47,1225200000
00006,2000,2000-01-10,0,1457.6,1441.47,1464.36,1441.47,1457.6,1064800000
00007,2000,2000-01-11,1,1438.5601,1457.6,1458.66,1434.42,1438.5601,1014000000
00008,2000,2000-01-12,2,1432.25,1438.5601,1442.6,1427.08,1432.25,974600000
00009,2000,2000-01-13,3,1449.6801,1432.25,1454.2,1432.25,1449.6801,1030400000
00010,2000,2000-01-14,4,1465.15,1449.6801,1473.0,1449.6801,1465.15,1085900000
00011,2000,2000-01-18,1,1455.14,1465.15,1465.15,1451.3,1455.14,1056700000
00012,2000,2000-01-19,2,1455.9,1455.14,1461.39,1448.6801,1455.9,1087800000
00013,2000,2000-01-20,3,1445.5699,1455.9,1465.71,1438.54,1445.5699,1100700000
00014,2000,2000-01-21,4,1441.36,1445.5699,1453.1801,1439.6,1441.36,1209800000
00015,2000,2000-01-24,0,1401.53,1441.36,1454.09,1395.42,1401.53,1115800000
00016,2000,2000-01-25,1,1410.03,1401.53,1414.26,1388.49,1410.03,1073700000
00017,2000,2000-01-26,2,1404.09,1410.03,1412.73,1400.16,1404.09,1117300000
00018,2000,2000-01-27,3,1398.5601,1404.09,1418.86,1370.99,1398.5601,1129500000
00019,2000,2000-01-28,4,1360.16,1398.5601,1398.5601,1356.2,1360.16,1095800000
00020,2000,2000-01-31,0,1394.46,1360.16,1394.48,1350.14,1394.46,993800000
00021,2000,2000-02-01,1,1409.28,1394.46,1412.49,1384.79,1409.28,981000000
