index_id,date_anio,date,day_week,close,open,high,low,adj_close,volume
00001,2000,2000-01-03,0,13.6233,13.6906,13.7579,13.5945,4.4098,8244257
00002,2000,2000-01-04,1,13.2679,13.4504,13.5369,13.2198,4.2948,8522096
00003,2000,2000-01-05,2,12.97,13.143,13.2102,12.9124,4.1984,12159826
00004,2000,2000-01-06,3,12.97,12.97,12.97,12.97,4.1984,0
00005,2000,2000-01-07,4,13.1334,13.2487,13.2487,12.9989,4.2512,62261944
00006,2000,2000-01-10,0,12.922,13.2775,13.2775,12.9028,4.1828,58740351
00007,2000,2000-01-11,1,12.6626,12.874,12.8932,12.5377,4.0988,6761292
00008,2000,2000-01-12,2,12.5185,12.6434,12.6434,12.3936,4.0855,8266754
00009,2000,2000-01-13,3,12.2111,12.4897,12.5377,12.1054,3.9851,9372669
00010,2000,2000-01-14,4,12.4512,12.2975,12.4801,12.2303,4.0635,8538333
00011,2000,2000-01-17,0,12.336,12.5377,12.5377,12.3071,4.0259,6825078
00012,2000,2000-01-18,1,12.0766,12.3071,12.3263,11.942,3.9412,9698972
00013,2000,2000-01-19,2,12.0573,11.8556,12.0573,11.8172,3.935,13027455
00014,2000,2000-01-20,3,12.0381,12.1054,12.163,11.9228,3.9287,9459285
00015,2000,2000-01-21,4,11.7883,11.942,12.0093,11.7499,3.8472,6786146
00016,2000,2000-01-24,0,11.846,12.0477,12.0477,11.8172,3.866,5863878
00017,2000,2000-01-25,1,12.1054,11.8364,12.2591,11.7979,3.9506,9429700
00018,2000,2000-01-26,2,12.4801,12.2975,12.5377,12.1534,4.0729,9120798
00019,2000,2000-01-27,3,12.97,12.6146,13.1142,12.5473,4.2328,13662088
00020,2000,2000-01-28,4,12.922,13.1718,13.1718,12.5857,4.2171,16119882
00021,2000,2000-01-31,0,12.7299,12.9316,12.9797,12.5857,4.1544,9868382
00022,2000,2000-02-01,1,12.9028,12.9028,13.0085,12.6914,4.2109,9530743
00023,2000,2000-02-02,2,12.8644,12.9316,12.9316,12.6722,4.1983,7648463
00024,2000,2000-02-03,3,12.97,12.8932,13.1142,12.6914,4.2328,7766488
00025,2000,2000-02-04,4,12.7779,13.1142,13.1142,12.7299,4.1701,10516943
00026,2000,2000-02-07,0,12.5377,12.8067,12.8548,12.5089,4.0917,8135156
00027,2000,2000-02-08,1,13.0181,12.5281,13.0181,12.384,4.2485,13714517
00028,2000,2000-02-09,2,12.701,13.0661,13.0661,12.653,4.145,9070278
00029,2000,2000-02-10,3,12.5089,12.5857,12.6818,12.4897,4.0823,8404876
00030,2000,2000-02-11,4,13.4696,12.5281,13.6233,12.2975,4.3959,24338356
00031,2000,2000-02-14,0,15.0356,14.4112,16.1789,14.0269,4.9069,59647471
00032,2000,2000-02-15,1,14.6513,15.2758,15.2758,14.5937,4.7815,23093519
00033,2000,2000-02-16,2,14.709,14.6994,14.9396,14.5649,4.8003,19374515
00034,2000,2000-02-17,3,14.709,14.5745,14.8435,14.5745,4.8003,10019217
00035,2000,2000-02-18,4,14.7282,14.661,14.7955,14.5264,4.8066,13772503
00036,2000,2000-02-21,0,14.6417,14.4112,14.6994,14.4112,4.7784,10726790
00037,2000,2000-02-22,1,14.44,14.4112,14.6033,14.4112,4.7125,14620960
00038,2000,2000-02-23,2,14.8339,14.4496,14.8723,14.44,4.8411,14342436
00039,2000,2000-02-24,3,15.0549,14.8915,15.295,14.7955,4.9132,17306014
00040,2000,2000-02-25,4,15.0837,15.0837,15.2566,15.026,4.9226,10362673
00041,2000,2000-02-28,0,14.7474,14.8531,14.8915,14.5841,4.8129,7457895
00042,2000,2000-02-29,1,14.5072,14.8243,14.8627,14.5072,4.7345,8498634
00043,2000,2000-03-01,2,14.6513,14.5553,14.6898,14.4208,4.7815,9312142
00044,2000,2000-03-02,3,14.5937,14.6513,14.6802,14.3151,4.7627,7597565
00045,2000,2000-03-03,4,14.6513,14.6513,14.6513,14.3727,4.7815,7755245
00046,2000,2000-03-06,0,14.6898,14.8915,15.0837,14.4592,4.7941,11462949
00047,2000,2000-03-07,1,14.6802,14.6225,14.8147,14.5168,4.7909,9774752
00048,2000,2000-03-08,2,14.7955,14.5937,14.8435,14.4688,4.8286,8594927
00049,2000,2000-03-09,3,14.7282,14.7955,14.7955,14.5361,4.8066,9151090
00050,2000,2000-03-10,4,14.44,14.7282,14.8339,14.3439,4.7125,11147673
00051,2000,2000-03-13,0,14.4304,14.4304,14.4304,14.4304,4.7094,0
00052,2000,2000-03-14,1,14.1998,14.1998,14.1998,13.95,4.6342,6665918
00053,2000,2000-03-15,2,13.9596,14.171,14.171,13.9596,4.5558,5468445
00054,2000,2000-03-16,3,14.6706,14.1806,14.6994,14.0653,4.7878,12188949
00055,2000,2000-03-17,4,14.757,14.7955,14.8819,14.5168,4.816,9163603
00056,2000,2000-03-20,0,14.6417,14.6129,14.709,14.4784,4.7784,16836160
00057,2000,2000-03-21,1,14.8051,14.5841,14.8339,14.4688,4.8317,7230397
00058,2000,2000-03-22,2,14.8723,14.8051,14.9204,14.6513,4.8536,11605370
00059,2000,2000-03-23,3,14.7666,14.9396,14.9396,14.5553,4.8191,5621286
00060,2000,2000-03-24,4,14.7378,14.7666,14.8243,14.5937,4.8097,3848057
00061,2000,2000-03-27,0,14.7858,14.6898,14.8531,14.5072,4.8254,4186207
00062,2000,2000-03-28,1,14.8051,14.8915,14.9204,14.7282,4.8317,10406762
00063,2000,2000-03-29,2,14.5553,14.7955,14.8531,14.3919,4.7502,9968320
00064,2000,2000-03-30,3,14.4016,14.4304,14.5553,14.3055,4.7,9376775
00065,2000,2000-03-31,4,14.757,14.4784,14.757,14.2767,4.816,18359604
00066,2000,2000-04-03,0,14.7955,14.5264,14.8147,14.5264,4.8286,19424675
00067,2000,2000-04-04,1,15.1605,14.7955,15.1894,14.7474,4.9477,14535557
00068,2000,2000-04-05,2,15.0356,14.9011,15.2182,14.6225,4.9069,11364317
00069,2000,2000-04-06,3,15.1317,15.0645,15.295,14.8243,4.9383,10826369
