Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,25.55721664428711,25.89336585998535,24.51910972595215,24.716842651367188,7.7765326499938965,13579848
2000-01-04,24.469675064086914,24.78605079650879,23.283266067504883,23.698509216308594,7.456137657165527,15091975
2000-01-05,22.7493839263916,23.214059829711914,22.433006286621094,22.59119415283203,7.107750415802002,16630986
2000-01-06,22.59119415283203,22.59119415283203,22.59119415283203,22.59119415283203,7.107750415802002,0
2000-01-07,22.640628814697266,22.68017578125,22.26493263244629,22.630741119384766,7.120192050933838,17595592
2000-01-10,23.698509216308594,23.698509216308594,23.045984268188477,23.31292724609375,7.33482551574707,11308250
2000-01-11,23.678735733032227,23.678735733032227,22.986663818359375,23.332700729370117,7.341046333312988,12123958
2000-01-12,23.055870056152344,23.619415283203125,22.779043197631836,22.788930892944336,7.169961929321289,18074556
2000-01-13,23.72817039489746,26.199853897094727,23.57986831665039,24.173072814941406,7.605447769165039,39018978
2000-01-14,24.222505569458008,25.11231231689453,23.9259033203125,24.91457748413086,7.838743686676025,37773067
2000-01-17,25.60664939880371,26.901811599731445,25.40891456604004,26.348154067993164,8.289780616760254,28658816
2000-01-18,26.842491149902344,27.465356826782227,26.150419235229492,26.199853897094727,8.243125915527344,27540490
2000-01-19,26.002119064331055,26.615097045898438,25.83404541015625,26.002119064331055,8.180912017822266,17701875
2000-01-20,25.90325164794922,26.170194625854492,25.27050018310547,25.349594116210938,7.975611209869385,18233527
2000-01-21,24.904691696166992,25.33970832824707,24.61797523498535,24.954124450683594,7.851185321807861,18082962
2000-01-24,24.91457748413086,25.438575744628906,24.56854248046875,24.815710067749023,7.8076372146606445,15023064
2000-01-25,24.410354614257812,24.608089447021484,23.975337982177734,24.113752365112305,7.586784362792969,15968604
2000-01-26,24.370807647705078,24.904691696166992,24.20273208618164,24.904691696166992,7.835630416870117,20536096
2000-01-27,25.359481811523438,26.73373794555664,25.1320858001709,26.189966201782227,8.240011215209961,25442002
2000-01-28,26.496456146240234,26.694190979003906,25.656082153320312,26.05155372619629,8.196465492248535,18460639
2000-01-31,25.60664939880371,26.091100692749023,25.211179733276367,25.60664939880371,8.056489944458008,17079021
2000-02-01,25.715404510498047,26.74362564086914,25.616535186767578,26.565662384033203,8.35821533203125,19993693
2000-02-02,26.59532356262207,27.821279525756836,26.37781524658203,27.455469131469727,8.638172149658203,21607501
2000-02-03,27.672977447509766,28.62210464477539,27.49501609802246,28.523237228393555,8.97411823272705,20348158
2000-02-04,28.671537399291992,29.61077880859375,28.661651611328125,28.869272232055664,9.082990646362305,17649745
2000-02-07,28.9088191986084,29.46247673034668,28.28595542907715,28.28595542907715,8.899458885192871,16309090
2000-02-08,28.62210464477539,29.502023696899414,28.473804473876953,29.017574310302734,9.129650115966797,13979970
2000-02-09,29.215309143066406,31.331071853637695,29.185649871826172,30.352283477783203,9.549581527709961,22322055
2000-02-10,29.857946395874023,31.123449325561523,29.808513641357422,30.31273651123047,9.537137031555176,22227939
2000-02-11,30.95537567138672,31.57823944091797,30.708206176757812,31.57823944091797,9.935295104980469,16819036
2000-02-14,31.686992645263672,32.03302764892578,30.905941009521484,31.153108596801758,9.801539421081543,16445950
2000-02-15,31.044355392456055,31.153108596801758,29.867834091186523,29.907381057739258,9.409603118896484,15080465
2000-02-16,30.15454864501953,30.342397689819336,28.819839477539062,29.363609313964844,9.238521575927734,26510302
2000-02-17,29.363609313964844,29.798625946044922,28.473804473876953,29.11644172668457,9.160754203796387,12978426
2000-02-18,29.165874481201172,29.729419708251953,29.067007064819336,29.235082626342773,9.19808292388916,14424677
2000-02-21,28.473804473876953,28.84950065612793,28.20686149597168,28.454029083251953,8.95234203338623,9806791
2000-02-22,28.27606964111328,28.987913131713867,27.63343048095703,27.7817325592041,8.740819931030273,18251784
2000-02-23,28.028900146484375,28.533124923706055,27.86082649230957,28.058561325073242,8.827917098999023,21328592
2000-02-24,28.473804473876953,29.61077880859375,28.41448211669922,28.800065994262695,9.0612154006958,17394443
2000-02-25,29.215309143066406,29.54157066345215,29.0373477935791,29.432817459106445,9.260292053222656,12404587
2000-02-28,29.26474380493164,29.54157066345215,28.869272232055664,29.017574310302734,9.129650115966797,10612611
2000-02-29,29.215309143066406,29.709646224975586,28.819839477539062,29.511911392211914,9.285177230834961,12789557
2000-03-01,29.788740158081055,30.401716232299805,29.413043975830078,29.561344146728516,9.300729751586914,13184409
2000-03-02,29.808513641357422,31.14322280883789,29.581117630004883,31.14322280883789,9.798431396484375,20137906
2000-03-03,31.390390396118164,32.428497314453125,28.671537399291992,31.835294723510742,10.016172409057617,22649524
2000-03-06,32.379066467285156,32.744873046875,31.884727478027344,32.23076248168945,10.14059829711914,13834806
2000-03-07,32.23076248168945,32.428497314453125,31.14322280883789,31.14322280883789,9.798431396484375,11021825
2000-03-08,30.500585556030273,30.896053314208984,29.976587295532227,30.470924377441406,9.586906433105469,14858784
2000-03-09,30.550018310546875,30.747753143310547,30.16443634033203,30.16443634033203,9.490479469299316,11280778
2000-03-10,30.540132522583008,30.994922637939453,29.838172912597656,29.96670150756836,9.428268432617188,10922490
2000-03-13,29.96670150756836,29.96670150756836,29.96670150756836,29.96670150756836,9.428268432617188,0
2000-03-14,29.66021156311035,30.10511589050293,29.126327514648438,29.808513641357422,9.378495216369629,11385090
2000-03-15,29.363609313964844,29.55145835876465,28.325502395629883,28.374935150146484,8.927458763122559,13523065
2000-03-16,28.671537399291992,28.997800827026367,27.58399772644043,27.979467391967773,8.803032875061035,19786486
2000-03-17,28.582557678222656,28.819839477539062,27.13909339904785,27.188528060913086,8.554184913635254,32307745
2000-03-20,27.682865142822266,28.70119857788086,27.623544692993164,27.692750930786133,8.712823867797852,24401345
2000-03-21,27.979467391967773,28.236522674560547,27.623544692993164,27.7817325592041,8.740819931030273,19815879
2000-03-22,28.177200317382812,28.523237228393555,27.386262893676758,27.7817325592041,8.740819931030273,21247251
2000-03-23,27.7817325592041,28.107994079589844,27.050113677978516,27.732297897338867,8.72526741027832,15305028
2000-03-24,27.93003273010254,28.07833480834961,27.346715927124023,27.58399772644043,8.678608894348145,14523102
2000-03-27,27.7817325592041,27.870712280273438,27.346715927124023,27.455469131469727,8.638172149658203,8549227
2000-03-28,27.43569564819336,27.801504135131836,27.13909339904785,27.346715927124023,8.603955268859863,14930607
2000-03-29,27.188528060913086,27.326942443847656,26.644756317138672,26.74362564086914,8.414206504821777,16253278
2000-03-30,26.496456146240234,26.59532356262207,25.75495147705078,25.804384231567383,8.118697166442871,17932386
2000-03-31,25.705516815185547,26.3975887298584,25.11231231689453,26.10098648071289,8.212015151977539,23687915
2000-04-03,25.814271926879883,26.18008041381836,24.815710067749023,25.06287956237793,7.885404109954834,22494518
2000-04-04,24.78605079650879,25.1419734954834,24.51910972595215,24.51910972595215,7.71431827545166,24112443
2000-04-05,24.321374893188477,24.815710067749023,23.72817039489746,23.955564498901367,7.537017345428467,21464239
2000-04-06,24.321374893188477,25.428688049316406,24.054431915283203,25.11231231689453,7.90095329284668,20888791
2000-04-07,25.497896194458008,25.97245979309082,25.458349227905273,25.83404541015625,8.128034591674805,19897413
2000-04-10,26.170194625854492,26.713964462280273,25.90325164794922,25.90325164794922,8.14980411529541,16916894
2000-04-11,25.211179733276367,25.705516815185547,24.61797523498535,24.667409896850586,7.760977745056152,16276865
2000-04-12,24.91457748413086,25.47812271118164,24.736616134643555,25.013444900512695,7.869851589202881,13344715
2000-04-13,24.50922203063965,25.082653045654297,24.29171371459961,24.736616134643555,7.782753944396973,16125400
2000-04-14,24.410354614257812,24.69706916809082,23.9456787109375,24.02477264404297,7.55879020690918,25077625
2000-04-17,23.03609848022461,23.777603149414062,22.7394962310791,23.53043556213379,7.403257846832275,22112400
2000-04-18,23.9259033203125,24.271940231323242,23.72817039489746,23.79737663269043,7.48724365234375,19357578
2000-04-19,24.222505569458008,24.48944854736328,23.9259033203125,24.113752365112305,7.586784362792969,14994703
2000-04-20,24.113752365112305,24.91457748413086,24.02477264404297,24.42024040222168,7.6832122802734375,14851390
2000-04-21,24.598201751708984,24.598201751708984,24.598201751708984,24.598201751708984,7.739204406738281,0
